query6: Se desea un listado de todas las parejas de productos que aparezcan en más de un carro de la compra
  code_1   |  code_2   | numcarros 
 S50_1341  | S32_4289  |        24
 S18_1097  | S12_1666  |        24
 S32_3522  | S18_4668  |        25
 S700_3962 | S700_3505 |        25
 S24_1578  | S10_4698  |        25
 S18_4600  | S10_4962  |        25
 S700_1138 | S24_3151  |        25
 S18_1097  | S10_1949  |        25
 S32_2509  | S24_2840  |        25
 S18_1984  | S18_1129  |        25
 S24_1785  | S18_2581  |        25
 S700_4002 | S700_2466 |        25
 S18_3259  | S18_3140  |        25
 S24_3191  | S24_2766  |        25
 S72_3212  | S700_3505 |        25
 S700_2824 | S32_3522  |        25
 S32_4485  | S24_2360  |        25
 S18_2238  | S12_4473  |        25
 S18_1889  | S12_4675  |        25
 S700_2047 | S24_3420  |        25
 S18_1367  | S18_1342  |        25
 S24_1937  | S18_2325  |        26
 S50_4713  | S32_4485  |        26
 S72_3212  | S700_3962 |        26
 S12_3990  | S12_1099  |        26
 S18_2625  | S10_2016  |        26
 S24_3420  | S24_2841  |        27
 S18_3232  | S18_2319  |        27
 S700_4002 | S24_3949  |        27
 S18_3136  | S18_2957  |        27
 S72_1253  | S700_2047 |        27
 S700_1691 | S50_1341  |        28
(1577 filas)

